brand,model,year,engine_volume,mileage,horsepower,price
Mercedes-Benz,E-Class,2013,2.0,242,304,363082.52
Kia,Ceed,2008,1.4,12,142,318276.93
Nissan,Qashqai,2003,2.0,88,205,336179.46
Nissan,Qashqai,2021,2.5,190,323,474633.31
Kia,Rio,2018,1.4,148,185,309409.59
Mercedes-Benz,E-Class,2000,1.9,16,225,352647.27
Nissan,Qashqai,2012,1.8,222,151,280297.36
Mercedes-Benz,E-Class,2005,2.1,10,176,335468.21
Toyota,Corolla,2000,1.9,193,298,412854.55
Nissan,Leaf,2021,2.2,260,186,254532.76
Mercedes-Benz,E-Class,2016,1.6,224,282,349652.65
Audi,A4,2002,1.9,86,236,317123.31
Hyundai,Tucson,2016,1.9,52,118,305077.57
Toyota,RAV4,2001,2.9,166,290,409279.24
Mercedes-Benz,C-Class,2021,2.2,27,348,529632.15
Volkswagen,Tiguan,2006,2.4,229,248,325242.28
Skoda,Kodiaq,2000,2.9,82,240,371710.5
Kia,Ceed,2020,2.1,199,73,148529.87
Skoda,Kodiaq,2021,1.9,271,264,351920.07
Audi,A4,2014,1.5,153,327,470509.81
BMW,3 Series,2003,1.4,138,114,243634.6
Volkswagen,Passat,2005,1.0,287,277,251796.95
Volkswagen,Tiguan,2020,2.4,199,184,343055.81
Ford,Mondeo,2012,2.2,160,199,344025.26
BMW,X5,2022,1.9,104,229,396731.11
Hyundai,Santa Fe,2012,1.9,47,70,202476.4
Mercedes-Benz,E-Class,2019,1.5,165,343,480804.68
Volkswagen,Golf,2000,2.2,51,229,330045.74
Kia,Ceed,2001,1.7,135,334,436367.39
Kia,Rio,2005,1.9,86,317,437288.48
Volkswagen,Passat,2010,1.4,105,93,202245.51
Toyota,Corolla,2017,1.5,272,336,413080.38
Kia,Ceed,2012,2.5,234,225,376621.26
Mercedes-Benz,E-Class,2020,2.6,120,341,554466.72
Nissan,Leaf,2011,1.4,247,162,224288.46
Toyota,RAV4,2019,2.3,214,81,209345.6
Ford,Focus,2006,1.6,297,307,330781.89
Nissan,Qashqai,2019,1.8,272,190,264738.28
Mercedes-Benz,E-Class,2006,2.6,85,159,351739.69
Volkswagen,Tiguan,2006,1.9,152,144,256103.23
Ford,Kuga,2001,1.9,94,100,232140.32
Ford,Kuga,2010,1.2,261,264,322697.63
BMW,X5,2000,1.8,241,158,197005.82
BMW,5 Series,2020,1.7,139,167,290404.87
Kia,Ceed,2012,2.2,294,198,234404.24
Toyota,Corolla,2011,1.7,38,164,344876.29
Kia,Ceed,2012,2.6,237,233,342489.63
Volkswagen,Tiguan,2006,2.2,16,299,447994.95
Nissan,Qashqai,2011,2.1,39,209,372216.15
BMW,X5,2016,2.4,224,178,273376.1
Skoda,Kodiaq,2007,2.1,124,83,185481.02
Audi,A3,2002,2.4,224,230,245580.75
Hyundai,Tucson,2006,1.9,173,201,262639.86
Volkswagen,Golf,2018,2.0,179,182,310442.89
Hyundai,Elantra,2019,1.6,230,163,276117.71
BMW,5 Series,2007,1.6,269,158,184317.7
BMW,X5,2013,2.7,221,203,321837.62
Volkswagen,Passat,2013,2.2,270,330,405352.91
Kia,Rio,2001,1.2,139,275,374903.8
Mercedes-Benz,E-Class,2005,2.5,114,103,277215.15
BMW,5 Series,2015,2.1,63,238,396520.23
Mercedes-Benz,GLC,2008,1.6,117,215,325473.96
Ford,Focus,2020,2.9,298,89,152248.97
Volkswagen,Passat,2014,2.6,264,176,300775.84
Audi,A3,2018,2.4,287,205,277591.18
Hyundai,Tucson,2014,2.1,56,95,281931.95
Toyota,Corolla,2021,2.2,143,315,491683.71
BMW,5 Series,2011,1.0,33,224,421267.73
Toyota,RAV4,2008,2.4,126,111,207818.41
Hyundai,Tucson,2015,2.1,248,247,358489.88
Mercedes-Benz,C-Class,2005,2.1,50,150,258261.14
Audi,A3,2019,2.1,259,246,311967.06
BMW,X5,2014,1.8,98,262,410472.01
Ford,Kuga,2012,1.5,101,260,400013.48
Toyota,Camry,2020,2.0,90,315,533055.25
BMW,X5,2022,1.3,139,169,317687.44
Volkswagen,Passat,2009,2.1,100,104,247060.98
Toyota,Camry,2013,1.5,109,111,255245.98
Mercedes-Benz,C-Class,2002,2.5,87,239,404996.99
Hyundai,Tucson,2011,1.3,52,126,266055.8
Hyundai,Tucson,2000,2.0,132,123,180966.51
Skoda,Kodiaq,2020,2.0,297,257,335874.15
Hyundai,Elantra,2015,2.6,32,155,363122.65
Hyundai,Santa Fe,2009,2.1,153,133,245997.78
Mercedes-Benz,GLC,2008,1.6,267,150,238522.23
BMW,5 Series,2017,1.6,16,337,558155.96
Kia,Sportage,2000,2.7,286,254,242435.68
Volkswagen,Passat,2009,2.0,195,95,176948.38
Toyota,Camry,2006,1.9,104,307,448434.06
Volkswagen,Passat,2009,1.7,34,294,473505.22
Audi,A4,2011,1.4,236,159,254620.75
Volkswagen,Tiguan,2010,3.0,182,86,247764.76
Ford,Kuga,2008,2.0,144,157,284057.15
Audi,A3,2004,1.4,297,93,124764.61
Hyundai,Tucson,2003,2.4,78,292,400548.83
Volkswagen,Tiguan,2019,2.3,290,127,192953.08
Hyundai,Santa Fe,2012,1.4,240,258,313189.47
Mercedes-Benz,GLC,2007,1.7,267,291,302013.77
Nissan,Qashqai,2015,2.2,182,120,261972.83
Nissan,Qashqai,2000,2.4,41,157,312597.79
Mercedes-Benz,GLC,2016,1.6,209,291,437346.09
Nissan,X-Trail,2014,1.1,89,236,396861.76
Mercedes-Benz,E-Class,2014,2.1,84,263,438145.13
Toyota,Corolla,2017,2.4,273,170,296532.32
Audi,A3,2005,2.0,94,271,385973.52
Toyota,Camry,2001,1.8,226,82,100000.0
Skoda,Superb,2004,2.8,130,216,367491.15
Kia,Ceed,2018,1.0,29,331,525884.87
Volkswagen,Passat,2006,2.4,158,215,323652.29
Skoda,Superb,2008,2.4,16,78,255002.61
Kia,Rio,2001,1.6,95,150,244339.05
Audi,Q5,2006,1.0,156,137,221794.17
Nissan,Leaf,2013,2.4,196,195,314248.29
Skoda,Kodiaq,2022,2.2,202,119,270487.01
Nissan,X-Trail,2014,2.7,291,139,178639.73
Ford,Mondeo,2011,1.7,197,208,329236.25
Volkswagen,Passat,2019,2.1,27,239,444548.33
Volkswagen,Tiguan,2003,1.2,158,159,239587.79
Toyota,Corolla,2012,2.4,55,208,370951.08
Ford,Kuga,2008,1.2,21,141,315099.99
Nissan,X-Trail,2011,2.0,239,314,438452.83
Ford,Kuga,2009,1.5,122,136,276731.73
Audi,A4,2008,2.2,169,199,296440.02
Mercedes-Benz,C-Class,2020,1.9,236,279,340164.39
Volkswagen,Passat,2022,1.9,192,263,380696.59
Ford,Mondeo,2006,2.0,64,95,232306.74
Hyundai,Elantra,2011,2.0,275,287,357875.33
Hyundai,Elantra,2015,2.7,44,105,290571.93
Kia,Rio,2014,2.2,89,85,231898.3
Toyota,Camry,2006,1.7,15,147,307582.99
Volkswagen,Golf,2007,1.7,136,90,200789.43
Ford,Mondeo,2006,2.5,77,204,350404.46
Kia,Ceed,2010,1.5,199,314,389324.22
Nissan,X-Trail,2003,2.0,253,253,266529.49
Audi,A4,2017,1.2,18,241,443142.2
Toyota,Camry,2018,1.9,166,123,231134.51
Ford,Kuga,2006,1.4,80,162,315814.19
Audi,A3,2012,1.7,143,245,396261.32
Hyundai,Elantra,2008,2.1,258,259,290156.87
Audi,Q5,2017,2.3,53,315,553805.17
Toyota,Camry,2006,1.6,125,261,401006.6
Ford,Kuga,2019,2.6,237,173,292660.02
Volkswagen,Golf,2015,1.4,66,137,277305.88
Kia,Ceed,2022,2.4,253,224,272497.05
Hyundai,Santa Fe,2004,1.8,66,295,435102.62
Toyota,RAV4,2006,2.5,152,302,422201.54
Skoda,Kodiaq,2005,1.8,201,173,270694.21
Kia,Ceed,2001,1.7,16,309,413936.05
Toyota,Camry,2006,2.3,284,281,352703.16
BMW,X5,2020,2.2,143,195,380691.78
Skoda,Superb,2008,1.7,48,192,361672.02
Toyota,Camry,2012,2.3,202,105,177219.99
Ford,Kuga,2016,1.9,34,307,495240.18
Skoda,Octavia,2016,2.1,111,311,441676.49
Mercedes-Benz,E-Class,2014,2.2,160,202,300189.13
Skoda,Superb,2017,1.3,226,296,355821.06
Audi,A4,2014,2.0,239,159,251983.97
Volkswagen,Tiguan,2010,1.3,276,324,346244.6
Volkswagen,Passat,2011,1.5,171,152,248629.07
Mercedes-Benz,GLC,2022,1.9,296,208,305663.11
Audi,A4,2016,2.5,175,89,224370.78
Volkswagen,Golf,2011,1.9,256,153,211066.23
Skoda,Octavia,2006,1.8,183,96,179946.73
Audi,A3,2006,1.8,18,127,337064.13
Kia,Ceed,2020,2.2,285,286,404841.77
Skoda,Octavia,2022,1.4,68,194,317754.53
Kia,Sportage,2009,1.3,94,269,387868.36
Ford,Mondeo,2015,2.7,159,283,427864.22
BMW,X5,2010,2.2,69,225,440985.55
BMW,X5,2015,1.6,134,87,217367.59
Hyundai,Tucson,2001,1.7,50,174,300931.26
Hyundai,Elantra,2001,1.7,182,228,293028.89
Skoda,Kodiaq,2017,1.3,269,110,174595.15
Volkswagen,Golf,2004,1.8,182,76,163360.15
Skoda,Octavia,2013,2.0,195,74,189640.96
BMW,3 Series,2007,2.7,250,90,160144.21
Nissan,Leaf,2005,2.1,103,203,379600.65
Mercedes-Benz,E-Class,2008,2.4,72,189,350820.73
Volkswagen,Golf,2005,1.9,230,311,402943.35
BMW,X5,2020,1.8,17,175,389385.9
Hyundai,Santa Fe,2016,2.0,222,200,291553.1
Mercedes-Benz,C-Class,2007,2.4,218,107,203686.3
Toyota,Corolla,2002,1.7,218,156,151893.51
Toyota,Corolla,2011,2.1,94,182,331064.7
BMW,5 Series,2012,2.1,216,320,342122.51
Nissan,X-Trail,2017,2.0,162,140,244358.1
Audi,A3,2022,2.4,170,333,467049.95
Skoda,Superb,2010,2.0,125,138,269899.25
Mercedes-Benz,C-Class,2001,1.9,260,324,368371.71
Toyota,RAV4,2013,2.0,192,344,410241.89
Skoda,Kodiaq,2000,1.0,173,155,201043.8
Kia,Rio,2014,1.9,89,287,438766.35
Toyota,Camry,2017,1.5,16,119,368333.02
Audi,A3,2021,1.9,96,203,379217.07
Audi,A4,2017,2.0,17,299,474672.88
BMW,5 Series,2016,2.2,45,130,345869.57
Toyota,RAV4,2000,3.0,260,321,369222.53
BMW,5 Series,2013,2.7,109,299,481125.83
Mercedes-Benz,C-Class,2019,2.0,88,127,330135.85
Toyota,Camry,2021,2.3,295,254,319166.38
Kia,Rio,2015,1.8,280,272,327768.44
Volkswagen,Golf,2003,2.1,230,101,152498.46
Kia,Ceed,2021,2.1,205,214,363534.68
Volkswagen,Golf,2005,1.5,235,238,331060.47
Nissan,X-Trail,2015,1.8,96,91,290512.13
Volkswagen,Passat,2019,1.2,67,148,315213.07
Kia,Ceed,2005,1.9,179,205,331890.62
Audi,A4,2014,2.0,106,245,408327.18
Nissan,Qashqai,2000,2.0,155,146,224461.57
Kia,Sportage,2006,1.5,27,99,238841.76
Ford,Focus,2022,2.0,193,222,368383.0
Toyota,Camry,2010,2.1,152,282,442954.42
Kia,Sportage,2000,2.2,71,248,412162.74
Volkswagen,Tiguan,2007,2.1,172,152,234116.88
Ford,Kuga,2013,1.8,49,269,453148.46
Nissan,Qashqai,2004,1.9,188,198,257641.41
Mercedes-Benz,C-Class,2012,2.1,244,260,346247.93
BMW,5 Series,2014,1.8,69,121,301150.74
Nissan,Qashqai,2008,1.6,237,152,222332.46
Mercedes-Benz,GLC,2007,1.8,248,257,339810.36
Volkswagen,Golf,2018,2.2,65,82,254539.53
Hyundai,Elantra,2016,2.4,243,288,420935.76
Kia,Ceed,2018,2.5,93,86,259236.93
Volkswagen,Tiguan,2017,1.6,212,311,384582.56
Volkswagen,Tiguan,2017,3.0,50,227,463101.15
Volkswagen,Passat,2003,1.6,26,235,399451.99
Toyota,RAV4,2001,1.9,114,208,341277.28
Kia,Sportage,2004,2.6,34,97,272790.03
Mercedes-Benz,C-Class,2016,1.2,102,230,321418.83
Hyundai,Elantra,2021,2.1,224,251,348035.8
Nissan,Leaf,2006,1.9,193,349,436430.63
Audi,A3,2015,1.3,226,224,305537.01
Kia,Ceed,2000,1.3,160,283,399054.79
Skoda,Octavia,2011,2.6,267,138,194536.0
Ford,Kuga,2018,2.3,128,278,460701.7
Volkswagen,Passat,2008,2.5,143,226,368125.16
Hyundai,Santa Fe,2015,1.5,216,144,175845.48
Hyundai,Elantra,2006,2.1,272,300,348531.69
Audi,A3,2014,3.1,199,134,266293.14
Kia,Ceed,2011,1.9,167,340,485343.26
Kia,Rio,2003,2.0,85,152,240496.99
Toyota,Camry,2005,2.0,61,143,311828.92
Toyota,Corolla,2005,1.9,235,334,404394.18
Hyundai,Santa Fe,2014,1.6,103,338,518374.25
Nissan,Leaf,2002,2.0,187,159,220721.37
Volkswagen,Passat,2001,2.8,115,71,216787.73
Hyundai,Tucson,2004,2.0,85,245,351717.74
Toyota,Corolla,2007,2.6,13,194,437057.88
Ford,Mondeo,2018,3.4,196,337,475395.47
Kia,Ceed,2020,1.6,29,284,449328.22
Audi,A3,2015,2.3,284,136,188276.04
Audi,A3,2018,1.4,145,247,405714.62
BMW,X5,2022,1.9,36,336,546141.38
Volkswagen,Passat,2015,3.2,145,74,260739.17
Audi,A4,2005,2.3,27,271,483023.8
Ford,Focus,2021,2.2,294,186,295307.66
Nissan,X-Trail,2000,1.4,147,301,403826.66
Nissan,X-Trail,2017,1.7,241,153,217590.91
Mercedes-Benz,E-Class,2021,1.6,266,158,225869.96
Skoda,Octavia,2007,1.5,228,296,328422.07
Audi,Q5,2004,2.4,141,180,295266.98
Skoda,Kodiaq,2011,2.3,265,81,200648.7
Volkswagen,Passat,2017,1.9,105,96,251199.9
Volkswagen,Passat,2004,1.7,283,174,247404.61
Audi,A3,2021,2.4,24,155,338971.89
Nissan,Leaf,2012,2.8,188,225,336686.65
Nissan,Qashqai,2020,2.5,269,268,345422.64
Ford,Mondeo,2021,2.1,97,206,398502.21
Skoda,Superb,2011,2.5,103,100,265553.94
Skoda,Kodiaq,2015,2.5,37,233,393021.86
Audi,Q5,2013,2.1,194,182,270209.52
BMW,5 Series,2010,2.1,84,340,523908.45
Toyota,RAV4,2008,1.7,63,327,502603.11
Hyundai,Santa Fe,2022,2.4,56,270,460044.54
Skoda,Superb,2009,1.9,257,70,112917.44
Volkswagen,Golf,2015,1.5,243,280,355503.28
Skoda,Kodiaq,2018,1.5,127,334,457559.51
Hyundai,Elantra,2009,2.0,269,257,324643.33
Audi,A4,2020,1.5,239,310,400444.66
Volkswagen,Golf,2003,3.4,299,262,338813.32
Mercedes-Benz,C-Class,2020,2.2,250,179,276796.68
Kia,Sportage,2007,1.8,191,180,288723.39
Kia,Rio,2010,2.1,110,134,263043.16
Audi,Q5,2005,2.4,257,134,181088.87
Audi,Q5,2003,2.1,122,304,417792.82
Kia,Ceed,2020,1.5,230,164,225212.86
Mercedes-Benz,E-Class,2022,1.9,157,266,414647.95
Skoda,Octavia,2004,1.9,206,265,364421.96
Audi,A4,2017,1.8,78,107,251358.28
Toyota,Camry,2021,1.6,297,108,204385.92
Mercedes-Benz,C-Class,2002,2.4,33,218,382389.42
Kia,Sportage,2006,2.2,195,233,326954.77
Audi,Q5,2021,2.2,179,289,441670.21
Ford,Kuga,2011,1.1,41,345,497146.4
Volkswagen,Golf,2002,1.8,185,112,195267.03
Hyundai,Elantra,2016,2.6,186,307,433181.9
Hyundai,Tucson,2002,2.2,299,232,242845.08
Mercedes-Benz,C-Class,2010,1.4,153,176,311953.22
Nissan,Leaf,2005,2.8,20,174,328907.04
Hyundai,Elantra,2010,1.0,156,138,222650.84
Kia,Ceed,2003,2.1,204,178,272693.21
Nissan,Qashqai,2016,2.9,85,249,414577.43
Nissan,Leaf,2021,1.2,169,201,324134.93
Toyota,Camry,2000,1.8,109,76,148170.23
Ford,Focus,2011,1.3,125,218,329010.94
Mercedes-Benz,GLC,2002,2.7,92,254,357045.19
Nissan,X-Trail,2015,1.6,72,225,372912.07
Toyota,Camry,2002,2.5,141,314,428639.55
BMW,5 Series,2013,2.7,257,341,429077.1
Nissan,Qashqai,2016,1.4,140,107,265345.39
BMW,3 Series,2018,1.3,167,184,323483.89
Hyundai,Santa Fe,2006,2.2,225,188,253360.6
Hyundai,Elantra,2010,2.4,43,201,406306.66
Nissan,X-Trail,2015,2.0,288,125,187499.08
Kia,Rio,2018,2.0,24,189,378985.21
Volkswagen,Tiguan,2004,2.7,124,119,217087.84
Kia,Rio,2000,1.9,66,151,317533.89
Hyundai,Elantra,2009,2.7,151,118,280379.91
Kia,Rio,2017,1.7,216,117,213937.72
Audi,A4,2009,3.2,149,203,342413.63
Skoda,Superb,2000,1.6,116,307,400145.77
Kia,Ceed,2012,2.6,87,242,363867.27
BMW,3 Series,2003,1.5,11,214,369751.58
BMW,3 Series,2011,2.4,283,256,266974.09
Kia,Ceed,2015,2.0,44,189,347483.9
Ford,Kuga,2018,2.1,274,253,336670.58
Toyota,RAV4,2011,2.3,227,148,258804.83
Kia,Ceed,2005,2.1,76,232,334163.37
BMW,5 Series,2015,2.1,78,77,245965.13
Kia,Sportage,2011,1.1,233,168,229692.11
Kia,Rio,2009,2.7,212,96,191909.69
Mercedes-Benz,C-Class,2004,2.8,90,345,501223.34
Toyota,Camry,2018,1.9,75,348,546764.97
BMW,3 Series,2011,2.3,289,273,333603.72
BMW,3 Series,2007,2.7,270,229,332472.54
Mercedes-Benz,C-Class,2003,2.3,286,247,278541.28
Mercedes-Benz,C-Class,2006,1.7,15,261,405076.84
Volkswagen,Passat,2022,1.4,141,109,302792.02
BMW,X5,2004,2.3,274,305,412115.9
Ford,Focus,2010,2.1,77,102,275474.52
Volkswagen,Tiguan,2016,2.0,135,98,186486.9
Toyota,Corolla,2020,1.6,180,102,235615.97
Toyota,Camry,2002,1.8,38,169,299653.42
Nissan,X-Trail,2001,2.2,185,214,330674.87
Volkswagen,Tiguan,2018,1.9,114,134,293708.21
Toyota,Camry,2001,2.0,54,191,315010.62
Skoda,Octavia,2013,2.0,110,112,269484.71
Ford,Mondeo,2000,2.3,235,278,363738.31
Ford,Focus,2015,1.3,113,299,418127.77
Skoda,Superb,2014,1.8,271,196,282871.81
Skoda,Octavia,2017,1.4,262,255,280768.88
Mercedes-Benz,GLC,2001,2.1,174,306,386842.15
Ford,Kuga,2010,1.6,221,160,202034.42
Hyundai,Santa Fe,2020,2.5,153,112,249273.31
BMW,5 Series,2016,1.8,245,115,231290.99
Mercedes-Benz,GLC,2012,1.7,31,94,264728.05
Ford,Kuga,2011,1.6,78,264,396785.18
Toyota,RAV4,2001,2.1,78,168,328293.8
Ford,Kuga,2021,1.4,255,325,427962.52
Ford,Kuga,2020,2.0,72,315,457145.94
BMW,3 Series,2017,1.9,246,235,324251.0
Hyundai,Santa Fe,2009,1.7,28,326,499562.19
Audi,A4,2011,2.1,240,347,446522.28
Toyota,RAV4,2016,1.8,238,258,340911.03
Audi,A3,2021,2.1,136,255,465562.06
Kia,Ceed,2013,1.7,155,251,378694.84
Audi,A4,2021,1.6,123,344,462969.56
Ford,Mondeo,2018,2.1,252,296,381670.95
Nissan,Qashqai,2012,2.4,154,103,262176.97
Toyota,RAV4,2002,3.4,50,276,442613.37
Toyota,Camry,2007,1.8,170,113,212723.34
Hyundai,Santa Fe,2004,2.4,86,314,455135.29
Nissan,Leaf,2021,1.8,177,323,397660.1
Mercedes-Benz,E-Class,2011,2.4,293,178,227321.69
Ford,Mondeo,2000,2.7,119,183,291128.51
Nissan,X-Trail,2020,2.1,204,347,513268.94
BMW,X5,2015,2.4,237,306,438666.27
Audi,Q5,2011,2.2,176,98,182401.21
Nissan,Leaf,2022,2.0,30,291,469783.39
Toyota,Corolla,2016,1.8,174,340,479901.07
Audi,A3,2008,1.8,139,311,426753.52
Ford,Focus,2012,1.3,271,166,221773.43
Toyota,Camry,2022,2.5,61,332,513444.5
Audi,A3,2003,2.9,270,76,131379.14
Audi,Q5,2003,1.3,184,342,392806.65
Kia,Rio,2014,2.5,105,274,410081.67
BMW,3 Series,2009,2.0,49,253,411801.22
Volkswagen,Tiguan,2022,1.7,218,127,238432.95
Toyota,Camry,2005,2.1,151,180,255749.75
Skoda,Octavia,2002,1.6,267,255,274867.9
Nissan,X-Trail,2014,2.1,176,200,303474.2
Nissan,X-Trail,2005,1.9,200,158,231089.33
Toyota,RAV4,2010,1.8,128,187,303612.52
Skoda,Superb,2001,2.6,155,326,470190.66
Skoda,Superb,2001,1.1,138,179,265759.85
Nissan,Leaf,2000,1.7,154,136,205806.61
Toyota,Camry,2010,1.0,63,217,385344.86
Mercedes-Benz,E-Class,2004,2.1,131,289,350067.67
Audi,A4,2005,1.8,133,283,406544.88
Audi,Q5,2002,1.6,176,131,211088.26
Audi,Q5,2019,2.1,152,125,280346.23
Toyota,RAV4,2004,2.3,31,165,319430.91
Mercedes-Benz,GLC,2019,2.6,285,215,327422.7
Volkswagen,Golf,2008,3.5,286,117,201672.57
Nissan,Qashqai,2018,1.7,124,347,519626.64
Audi,Q5,2004,1.7,281,272,280600.14
Toyota,Corolla,2022,2.0,177,268,438288.54
Kia,Ceed,2011,2.0,286,193,234743.04
Kia,Sportage,2011,2.9,273,269,311684.76
Skoda,Kodiaq,2015,2.3,259,144,276254.54
Skoda,Kodiaq,2006,1.5,264,226,287732.5
Hyundai,Santa Fe,2013,1.5,67,203,411506.17
Hyundai,Santa Fe,2021,2.3,14,189,415508.64
Hyundai,Santa Fe,2008,1.9,120,81,232728.53
Mercedes-Benz,C-Class,2014,2.7,295,304,408520.62
Ford,Mondeo,2022,2.3,274,177,268342.67
BMW,3 Series,2010,1.5,258,102,117850.03
Mercedes-Benz,GLC,2003,1.4,104,189,309353.14
Hyundai,Tucson,2010,2.2,194,325,434110.08
Mercedes-Benz,GLC,2008,1.8,238,152,226180.88
Mercedes-Benz,E-Class,2005,2.6,271,250,306519.68
Nissan,Leaf,2016,2.2,128,297,437097.71
Hyundai,Tucson,2008,2.2,243,344,400272.74
Nissan,Qashqai,2022,1.4,291,255,345755.07
Volkswagen,Tiguan,2005,1.8,211,280,273017.85
Mercedes-Benz,GLC,2005,2.0,271,318,319870.22
Kia,Sportage,2003,1.1,62,112,190744.47
Kia,Sportage,2019,2.3,170,142,234627.19
Ford,Focus,2010,2.4,253,88,160928.8
Audi,A3,2002,1.7,103,234,361508.24
Audi,A3,2017,2.6,49,336,552622.28
Nissan,X-Trail,2015,2.6,289,197,244034.67
BMW,5 Series,2020,2.3,101,211,348696.67
Hyundai,Tucson,2015,2.0,47,103,293628.91
Ford,Focus,2011,2.5,252,167,261815.84
Ford,Kuga,2013,1.3,145,279,410977.06
Toyota,Corolla,2008,2.0,73,267,384017.51
Mercedes-Benz,GLC,2006,1.6,210,325,415696.85
Volkswagen,Passat,2013,1.7,271,111,178016.54
Toyota,Camry,2019,2.2,184,173,282094.87
Mercedes-Benz,E-Class,2019,1.6,186,258,363329.76
Ford,Kuga,2009,1.2,94,131,237721.56
Skoda,Superb,2010,3.1,169,212,324187.16
Kia,Sportage,2006,1.7,191,291,399917.8
Nissan,Qashqai,2018,1.6,45,89,290521.59
Toyota,Camry,2018,2.6,108,349,498284.58
Volkswagen,Golf,2020,1.7,235,334,424203.82
Kia,Rio,2010,1.4,46,317,492030.63
Mercedes-Benz,GLC,2005,1.5,282,185,163344.62
Volkswagen,Passat,2007,1.8,281,324,380472.25
BMW,5 Series,2000,1.5,195,82,188953.66
Audi,A3,2022,1.6,58,115,316878.99
Toyota,Camry,2007,1.8,103,311,436914.75
BMW,X5,2004,2.5,235,140,171507.03
Kia,Ceed,2009,3.0,14,128,275415.74
BMW,3 Series,2001,2.6,183,273,348752.7
Kia,Rio,2003,1.9,192,120,208303.8
Ford,Kuga,2021,1.3,82,85,253946.79
Kia,Rio,2001,2.4,154,120,249662.31
Mercedes-Benz,C-Class,2014,1.5,161,293,418725.39
Volkswagen,Golf,2019,1.8,65,197,362561.52
Skoda,Superb,2009,2.8,192,239,382455.24
Mercedes-Benz,GLC,2020,2.9,131,336,528290.53
Ford,Focus,2001,2.1,253,137,141038.46
Skoda,Superb,2005,2.6,213,190,250686.16
Ford,Mondeo,2021,2.6,88,249,432720.56
Nissan,X-Trail,2013,2.3,25,295,536650.17
Audi,A3,2004,1.9,135,260,386002.66
Kia,Rio,2001,1.7,96,320,408234.48
Toyota,Camry,2013,2.0,287,75,214708.27
BMW,X5,2012,1.4,52,331,513652.2
Toyota,Corolla,2001,1.8,88,160,250327.48
Hyundai,Tucson,2022,2.3,286,263,349557.88
Mercedes-Benz,C-Class,2008,1.7,273,133,166566.23
Nissan,X-Trail,2002,2.8,237,295,342494.55
Mercedes-Benz,GLC,2014,2.1,134,132,306582.97
Toyota,RAV4,2022,2.4,115,140,318314.31
Mercedes-Benz,E-Class,2002,1.9,239,89,161735.71
BMW,5 Series,2011,2.3,143,314,443394.39
Ford,Kuga,2005,1.4,90,133,247020.18
Audi,A4,2018,2.2,118,294,443068.86
BMW,X5,2016,2.3,184,335,462454.58
BMW,5 Series,2005,2.6,173,231,317026.52
Hyundai,Tucson,2018,1.0,134,114,245238.2
Mercedes-Benz,C-Class,2016,1.7,32,338,514751.43
Skoda,Superb,2015,1.1,71,94,216890.18
Kia,Rio,2020,1.6,221,294,391539.53
Nissan,Leaf,2007,1.9,261,143,152045.71
Hyundai,Elantra,2018,2.3,105,185,391397.86
BMW,5 Series,2007,3.1,218,221,332552.11
Mercedes-Benz,C-Class,2019,2.7,66,138,329390.74
Toyota,Corolla,2014,1.8,243,271,308280.63
Audi,A4,2007,2.4,74,160,317360.55
Toyota,Corolla,2002,2.6,26,119,294684.02
Kia,Ceed,2015,2.0,144,161,309459.7
Mercedes-Benz,E-Class,2002,2.0,139,304,386165.54
Volkswagen,Tiguan,2000,1.9,46,98,243251.32
Volkswagen,Tiguan,2007,2.2,259,241,349265.89
Ford,Mondeo,2008,2.2,66,242,389005.03
Kia,Rio,2021,2.1,19,305,551375.38
Toyota,Corolla,2011,2.9,90,111,281646.11
Ford,Kuga,2017,2.5,99,218,390957.65
Hyundai,Santa Fe,2016,1.2,129,282,417757.79
Ford,Focus,2007,1.1,111,244,343089.48
Ford,Focus,2019,2.2,36,168,379522.95
Volkswagen,Tiguan,2010,1.9,270,189,271143.32
Hyundai,Tucson,2006,1.1,70,86,238563.56
Toyota,RAV4,2013,1.0,145,98,238234.5
BMW,5 Series,2009,1.9,106,117,238408.35
Audi,A4,2014,2.1,158,197,328443.79
Ford,Kuga,2011,2.1,236,137,273427.28
Ford,Focus,2019,1.7,286,108,156676.35
Hyundai,Elantra,2016,1.7,237,202,287716.56
Hyundai,Elantra,2007,1.7,258,188,208702.31
Hyundai,Elantra,2013,2.2,267,121,198240.27
Mercedes-Benz,C-Class,2014,1.2,229,205,307544.94
Toyota,RAV4,2010,2.0,245,316,431406.07
BMW,5 Series,2011,2.5,29,238,406535.06
Audi,A4,2019,1.8,147,139,262830.58
Ford,Focus,2015,2.1,198,105,257510.53
Volkswagen,Passat,2019,2.2,114,74,167264.09
Mercedes-Benz,C-Class,2017,1.7,107,217,357523.87
Audi,A4,2009,1.9,279,306,380778.95
Skoda,Kodiaq,2018,1.3,162,137,218450.15
Mercedes-Benz,E-Class,2017,2.2,227,300,380276.45
Ford,Mondeo,2000,2.1,30,219,402479.33
Nissan,Leaf,2021,2.6,281,290,339823.56
Toyota,RAV4,2003,2.4,211,330,355831.65
Nissan,Leaf,2022,2.6,169,335,514501.12
Skoda,Kodiaq,2006,2.6,73,183,382090.42
BMW,3 Series,2000,1.6,93,234,380330.09
Kia,Sportage,2007,2.2,82,125,209236.19
Ford,Focus,2016,2.3,69,319,540067.35
